model,temperature,source_en,reference_fr,hypothesis,BLEU,ROUGE-1,ROUGE-L
Ollama llama3.2,0.0,Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents.,Les approches communautaires efficaces en la matière comprennent des programmes scolaires visant à renforcer une aptitude positive à faire face aux difficultés chez les enfants et les adolescents.,Les approches communautaires efficaces pour prévenir la dépression comprennent des programmes scolaires pour renforcer un modèle de gestion positive chez les enfants et les adolescents.,37.83448853961345,60.71428571428571,60.71428571428571
Ollama llama3.2,0.2,Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents.,Les approches communautaires efficaces en la matière comprennent des programmes scolaires visant à renforcer une aptitude positive à faire face aux difficultés chez les enfants et les adolescents.,Approches communautaires efficaces pour prévenir la dépression incluent des programmes scolaires visant à renforcer un modèle de gestion positive chez les enfants et les adolescents.,38.763114931012765,58.18181818181818,58.18181818181818
Ollama llama3.2,0.5,Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents.,Les approches communautaires efficaces en la matière comprennent des programmes scolaires visant à renforcer une aptitude positive à faire face aux difficultés chez les enfants et les adolescents.,Approches communautaires efficaces pour prévenir la dépression comprennent des programmes scolaires conçus pour renforcer un modèle de gestion positive chez les enfants et les adolescents.,31.4936499774519,56.14035087719299,56.14035087719299
Ollama llama3.2,0.8,Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents.,Les approches communautaires efficaces en la matière comprennent des programmes scolaires visant à renforcer une aptitude positive à faire face aux difficultés chez les enfants et les adolescents.,Approches communautaires efficaces pour prévenir la dépression comprennent des programmes scolaires pour renforcer un modèle de gestion positive chez les enfants et les adolescents.,31.403962337424876,58.18181818181818,58.18181818181818
Ollama llama3.2,1.0,Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents.,Les approches communautaires efficaces en la matière comprennent des programmes scolaires visant à renforcer une aptitude positive à faire face aux difficultés chez les enfants et les adolescents.,Les approches communautaires efficaces pour prévenir la dépression comprennent des programmes scolaires pour renforcer un modèle de coping positif chez les enfants et les adolescent.,29.784855203058182,57.14285714285714,57.14285714285714
HF opus-mt,n/a,Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children.,Les interventions destinées aux parents d’enfants présentant des troubles du comportement peuvent soulager les symptômes dépressifs chez les parents et avoir des répercussions positives sur leurs enfants.,Les interventions auprès des parents d'enfants ayant des problèmes de comportement peuvent réduire les symptômes dépressifs parentaux et améliorer les résultats pour leurs enfants.,11.637772086086912,58.46153846153847,52.307692307692314
Ollama llama3.2,0.0,Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children.,Les interventions destinées aux parents d’enfants présentant des troubles du comportement peuvent soulager les symptômes dépressifs chez les parents et avoir des répercussions positives sur leurs enfants.,Les interventions pour les parents de enfants présentant des problèmes de comportement peuvent réduire les symptômes dépressifs parentaux et améliorer les résultats pour leurs enfants.,12.5220356269653,58.46153846153847,55.38461538461538
Ollama llama3.2,0.2,Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children.,Les interventions destinées aux parents d’enfants présentant des troubles du comportement peuvent soulager les symptômes dépressifs chez les parents et avoir des répercussions positives sur leurs enfants.,Les interventions pour les parents de enfants présentant des problèmes de comportement peuvent réduire les symptômes dépressifs parentaux et améliorer les résultats pour leurs enfants.,12.5220356269653,58.46153846153847,55.38461538461538
Ollama llama3.2,0.5,Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children.,Les interventions destinées aux parents d’enfants présentant des troubles du comportement peuvent soulager les symptômes dépressifs chez les parents et avoir des répercussions positives sur leurs enfants.,Interventions pour les parents de enfants présentant des problèmes de comportement peuvent réduire les symptômes dépressifs des parents et améliorer les résultats pour leurs enfants.,12.5220356269653,64.61538461538461,55.38461538461538
Ollama llama3.2,0.8,Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children.,Les interventions destinées aux parents d’enfants présentant des troubles du comportement peuvent soulager les symptômes dépressifs chez les parents et avoir des répercussions positives sur leurs enfants.,Les interventions pour les parents de enfants présentant des problèmes de comportement peuvent réduire les symptômes dépressifs parentaux et améliorer les résultats pour leurs enfants.,12.5220356269653,58.46153846153847,55.38461538461538
Ollama llama3.2,1.0,Interventions for parents of children with behavioural problems may reduce parental depressive symptoms and improve outcomes for their children.,Les interventions destinées aux parents d’enfants présentant des troubles du comportement peuvent soulager les symptômes dépressifs chez les parents et avoir des répercussions positives sur leurs enfants.,Interventions destinées aux parents de enfants présentant des problèmes de comportement peuvent réduire les symptômes dépressifs parentaux et améliorer les résultats pour leurs enfants.,13.839721367554615,64.61538461538461,61.53846153846154
HF opus-mt,n/a,Exercise programmes for older persons can also be effective in depression prevention.,Les programmes d’exercice physique à l’intention des personnes âgées peuvent aussi prévenir efficacement la dépression.,Les programmes d'exercice pour les personnes âgées peuvent également être efficaces dans la prévention de la dépression.,15.27678022374703,65.00000000000001,60.0
Ollama llama3.2,0.0,Exercise programmes for older persons can also be effective in depression prevention.,Les programmes d’exercice physique à l’intention des personnes âgées peuvent aussi prévenir efficacement la dépression.,Les programmes d'exercice pour personnes âgées peuvent également être efficaces en prévention de la dépression.,17.395797375642235,68.42105263157895,63.1578947368421
Ollama llama3.2,0.2,Exercise programmes for older persons can also be effective in depression prevention.,Les programmes d’exercice physique à l’intention des personnes âgées peuvent aussi prévenir efficacement la dépression.,Les programmes d'exercice pour personnes âgées peuvent également être efficaces en prévention de la dépression.,17.395797375642235,68.42105263157895,63.1578947368421
Ollama llama3.2,0.5,Exercise programmes for older persons can also be effective in depression prevention.,Les programmes d’exercice physique à l’intention des personnes âgées peuvent aussi prévenir efficacement la dépression.,Les programmes d'exercice pour personnes âgées peuvent également être efficaces en prévention de la dépression.,17.395797375642235,68.42105263157895,63.1578947368421
Ollama llama3.2,0.8,Exercise programmes for older persons can also be effective in depression prevention.,Les programmes d’exercice physique à l’intention des personnes âgées peuvent aussi prévenir efficacement la dépression.,Les programmes d'exercice pour personnes âgées peuvent également être efficaces dans la prévention de la dépression.,16.267392600305733,66.66666666666667,61.53846153846154
Ollama llama3.2,1.0,Exercise programmes for older persons can also be effective in depression prevention.,Les programmes d’exercice physique à l’intention des personnes âgées peuvent aussi prévenir efficacement la dépression.,Les programmes d'exercices pour personnes âgées peuvent également être efficaces en prévention de la dépression.,17.395797375642235,68.42105263157895,63.1578947368421
HF opus-mt,n/a,There are effective treatments for depression.,Il existe des psychothérapies et des médicaments efficaces contre la dépression.,Il existe des traitements efficaces pour la dépression.,22.226917310625463,60.86956521739131,60.86956521739131
Ollama llama3.2,0.0,There are effective treatments for depression.,Il existe des psychothérapies et des médicaments efficaces contre la dépression.,Il existe des traitements efficaces pour la dépression.,22.226917310625463,60.86956521739131,60.86956521739131
Ollama llama3.2,0.2,There are effective treatments for depression.,Il existe des psychothérapies et des médicaments efficaces contre la dépression.,Il existe des traitements efficaces pour la dépression.,22.226917310625463,60.86956521739131,60.86956521739131
Ollama llama3.2,0.5,There are effective treatments for depression.,Il existe des psychothérapies et des médicaments efficaces contre la dépression.,Il existe des traitements efficaces pour la dépression.,22.226917310625463,60.86956521739131,60.86956521739131
Ollama llama3.2,0.8,There are effective treatments for depression.,Il existe des psychothérapies et des médicaments efficaces contre la dépression.,Il existe des traitements efficaces contre la dépression.,42.77327777195314,69.56521739130434,69.56521739130434
Ollama llama3.2,1.0,There are effective treatments for depression.,Il existe des psychothérapies et des médicaments efficaces contre la dépression.,Il existe des traitements efficaces contre la dépression.,42.77327777195314,69.56521739130434,69.56521739130434
HF opus-mt,n/a,Seek care if you have symptoms of depression.,"Si vous présentez des symptômes de dépression, consultez un médecin.",Demandez des soins si vous avez des symptômes de dépression.,23.708987804092644,61.53846153846153,61.53846153846153
Ollama llama3.2,0.0,Seek care if you have symptoms of depression.,"Si vous présentez des symptômes de dépression, consultez un médecin.",Cherchez soin si vous présentez des symptômes de dépression.,43.98917247584221,76.92307692307692,76.92307692307692
Ollama llama3.2,0.2,Seek care if you have symptoms of depression.,"Si vous présentez des symptômes de dépression, consultez un médecin.",Cherchez soin si vous présentez des symptômes de dépression.,43.98917247584221,76.92307692307692,76.92307692307692
Ollama llama3.2,0.5,Seek care if you have symptoms of depression.,"Si vous présentez des symptômes de dépression, consultez un médecin.",Cherchez soin si vous présentez des symptômes de dépression.,43.98917247584221,76.92307692307692,76.92307692307692
Ollama llama3.2,0.8,Seek care if you have symptoms of depression.,"Si vous présentez des symptômes de dépression, consultez un médecin.",Cherchez soin si vous présentez des symptômes de dépression.,43.98917247584221,76.92307692307692,76.92307692307692
Ollama llama3.2,1.0,Seek care if you have symptoms of depression.,"Si vous présentez des symptômes de dépression, consultez un médecin.",Cherchez soin si vous ressentez des symptômes de dépression.,23.801761257033814,64.0,64.0
HF opus-mt,n/a,Psychological treatments are the first treatments for depression.,Les psychothérapies sont les premiers traitements de la dépression.,Les traitements psychologiques sont les premiers traitements pour la dépression.,35.08439695638686,72.72727272727273,72.72727272727273
Ollama llama3.2,0.0,Psychological treatments are the first treatments for depression.,Les psychothérapies sont les premiers traitements de la dépression.,Les traitements psychologiques sont les premiers traitements de la dépression.,69.89307622784945,81.81818181818183,81.81818181818183
Ollama llama3.2,0.2,Psychological treatments are the first treatments for depression.,Les psychothérapies sont les premiers traitements de la dépression.,Les traitements psychologiques sont les premiers traitements de la dépression.,69.89307622784945,81.81818181818183,81.81818181818183
Ollama llama3.2,0.5,Psychological treatments are the first treatments for depression.,Les psychothérapies sont les premiers traitements de la dépression.,Les traitements psychologiques sont les premiers traitements de la dépression.,69.89307622784945,81.81818181818183,81.81818181818183
Ollama llama3.2,0.8,Psychological treatments are the first treatments for depression.,Les psychothérapies sont les premiers traitements de la dépression.,Les traitements psychologiques sont les premiers traitements de la dépression.,69.89307622784945,81.81818181818183,81.81818181818183
Ollama llama3.2,1.0,Psychological treatments are the first treatments for depression.,Les psychothérapies sont les premiers traitements de la dépression.,Les traitements psychologiques sont les premiers traitements pour la dépression.,35.08439695638686,72.72727272727273,72.72727272727273
HF opus-mt,n/a,They can be combined with antidepressant medications in moderate and severe depression.,"Dans les cas de dépression modérée ou sévère, elles peuvent être associées à la prise d’antidépresseurs.",Ils peuvent être combinés avec des médicaments antidépresseurs en dépression modérée et sévère.,6.680013609421688,54.54545454545454,36.36363636363636
Ollama llama3.2,0.0,They can be combined with antidepressant medications in moderate and severe depression.,"Dans les cas de dépression modérée ou sévère, elles peuvent être associées à la prise d’antidépresseurs.",Ils peuvent être associés aux médicaments antidépresseurs dans la dépression modérée et sévère.,6.942470526671953,68.18181818181819,40.909090909090914
Ollama llama3.2,0.2,They can be combined with antidepressant medications in moderate and severe depression.,"Dans les cas de dépression modérée ou sévère, elles peuvent être associées à la prise d’antidépresseurs.",Ils peuvent être associés aux médicaments antidépresseurs dans l'apnée modérée et sévère.,5.288157046685395,54.54545454545454,31.818181818181824
Ollama llama3.2,0.5,They can be combined with antidepressant medications in moderate and severe depression.,"Dans les cas de dépression modérée ou sévère, elles peuvent être associées à la prise d’antidépresseurs.",Ils peuvent être associés aux médicaments antidépresseurs dans l'aphasie et la dépression modérée ou sévère.,17.265832596754283,68.08510638297872,42.5531914893617
Ollama llama3.2,0.8,They can be combined with antidepressant medications in moderate and severe depression.,"Dans les cas de dépression modérée ou sévère, elles peuvent être associées à la prise d’antidépresseurs.",Ils peuvent être associés aux médicaments antidépresseurs dans la dépression modérée et sévère.,6.942470526671953,68.18181818181819,40.909090909090914
Ollama llama3.2,1.0,They can be combined with antidepressant medications in moderate and severe depression.,"Dans les cas de dépression modérée ou sévère, elles peuvent être associées à la prise d’antidépresseurs.",Ils peuvent être associés aux médicaments antidépresseurs dans l'adversité modérée et grave.,5.001230153993728,48.78048780487805,24.390243902439025
HF opus-mt,n/a,Antidepressant medications are not needed for mild depression.,Les antidépresseurs ne sont pas nécessaires pour traiter la dépression légère.,Les médicaments antidépresseurs ne sont pas nécessaires pour une dépression légère.,54.52469119630863,84.84848484848484,84.84848484848484
Ollama llama3.2,0.0,Antidepressant medications are not needed for mild depression.,Les antidépresseurs ne sont pas nécessaires pour traiter la dépression légère.,Les médicaments antidépresseurs ne sont pas nécessaires pour une dépression légère.,54.52469119630863,84.84848484848484,84.84848484848484
Ollama llama3.2,0.2,Antidepressant medications are not needed for mild depression.,Les antidépresseurs ne sont pas nécessaires pour traiter la dépression légère.,Les médicaments antidépresseurs ne sont pas nécessaires pour une dépression légère.,54.52469119630863,84.84848484848484,84.84848484848484
Ollama llama3.2,0.5,Antidepressant medications are not needed for mild depression.,Les antidépresseurs ne sont pas nécessaires pour traiter la dépression légère.,Les médicaments antidépressifs ne sont pas nécessaires pour une dépression légère.,43.66835442847811,78.7878787878788,78.7878787878788
Ollama llama3.2,0.8,Antidepressant medications are not needed for mild depression.,Les antidépresseurs ne sont pas nécessaires pour traiter la dépression légère.,Les médicaments antidépresseurs ne sont pas nécessaires pour une dépression légère.,54.52469119630863,84.84848484848484,84.84848484848484
Ollama llama3.2,1.0,Antidepressant medications are not needed for mild depression.,Les antidépresseurs ne sont pas nécessaires pour traiter la dépression légère.,Les médicaments anti-dépresseurs ne sont pas nécessaires pour une légère dépression.,36.72056269893593,76.47058823529412,64.70588235294117
HF opus-mt,n/a,"Psychological treatments can teach new ways of thinking, coping or relating to others.","Les psychothérapies peuvent modifier la façon de voir les choses, de faire face aux difficultés ou d’établir des relations avec autrui.","Les traitements psychologiques peuvent enseigner de nouvelles façons de penser, de s'adapter ou de se rapporter aux autres.",4.6610050335531135,35.55555555555556,31.11111111111111
Ollama llama3.2,0.0,"Psychological treatments can teach new ways of thinking, coping or relating to others.","Les psychothérapies peuvent modifier la façon de voir les choses, de faire face aux difficultés ou d’établir des relations avec autrui.","Les traitements psychologiques peuvent enseigner de nouvelles façons de penser, de gérer ou de se lier aux autres.",4.6610050335531135,31.11111111111111,26.66666666666666
Ollama llama3.2,0.2,"Psychological treatments can teach new ways of thinking, coping or relating to others.","Les psychothérapies peuvent modifier la façon de voir les choses, de faire face aux difficultés ou d’établir des relations avec autrui.","Les traitements psychologiques peuvent enseigner de nouvelles façons de penser, faire face aux difficultés ou se lier avec les autres.",19.619665430804485,55.31914893617022,46.808510638297875
Ollama llama3.2,0.5,"Psychological treatments can teach new ways of thinking, coping or relating to others.","Les psychothérapies peuvent modifier la façon de voir les choses, de faire face aux difficultés ou d’établir des relations avec autrui.","Les traitements psychologiques peuvent enseigner de nouvelles façons de penser, faire face aux difficultés ou s'adapter à d'autres personnes.",18.824383129269915,51.06382978723404,46.808510638297875
Ollama llama3.2,0.8,"Psychological treatments can teach new ways of thinking, coping or relating to others.","Les psychothérapies peuvent modifier la façon de voir les choses, de faire face aux difficultés ou d’établir des relations avec autrui.","Les traitements psychologiques peuvent enseigner de nouvelles façons de penser, faire face aux difficultés ou se lier aux autres.",18.824383129269915,47.82608695652174,43.47826086956522
Ollama llama3.2,1.0,"Psychological treatments can teach new ways of thinking, coping or relating to others.","Les psychothérapies peuvent modifier la façon de voir les choses, de faire face aux difficultés ou d’établir des relations avec autrui.","Les traitements psychologiques peuvent enseigner de nouvelles façons de penser, de gérer ou de s'adapter aux autres.",4.638962162565352,35.55555555555556,26.66666666666666
HF opus-mt,n/a,They may include talk therapy with professionals and supervised lay therapists.,"Il peut s’agir d’une thérapie par la parole avec des professionnels, voire avec des thérapeutes non professionnels encadrés.",Il peut s'agir d'une thérapie avec des professionnels et des laïcs supervisés.,9.491068672993103,70.0,65.0
Ollama llama3.2,0.0,They may include talk therapy with professionals and supervised lay therapists.,"Il peut s’agir d’une thérapie par la parole avec des professionnels, voire avec des thérapeutes non professionnels encadrés.",Ils peuvent inclure la thérapie de parole avec des professionnels et des thérapeutes non qualifiés sous surveillance.,19.023249558504325,55.81395348837209,51.162790697674424
Ollama llama3.2,0.2,They may include talk therapy with professionals and supervised lay therapists.,"Il peut s’agir d’une thérapie par la parole avec des professionnels, voire avec des thérapeutes non professionnels encadrés.",Ils peuvent inclure la thérapie de parole avec des professionnels et des thérapeutes non qualifiés sous surveillance.,19.023249558504325,55.81395348837209,51.162790697674424
Ollama llama3.2,0.5,They may include talk therapy with professionals and supervised lay therapists.,"Il peut s’agir d’une thérapie par la parole avec des professionnels, voire avec des thérapeutes non professionnels encadrés.",Ils peuvent inclure la thérapie de parole avec des professionnels et des thérapeutes non qualifiés sous surveillance.,19.023249558504325,55.81395348837209,51.162790697674424
Ollama llama3.2,0.8,They may include talk therapy with professionals and supervised lay therapists.,"Il peut s’agir d’une thérapie par la parole avec des professionnels, voire avec des thérapeutes non professionnels encadrés.",Ils peuvent inclure des thérapies verbales avec des professionnels et des thérapeutes non qualifiés supervisés.,12.392109146894759,52.38095238095239,47.61904761904761
Ollama llama3.2,1.0,They may include talk therapy with professionals and supervised lay therapists.,"Il peut s’agir d’une thérapie par la parole avec des professionnels, voire avec des thérapeutes non professionnels encadrés.",Ils peuvent inclure la thérapie en discussion avec des professionnels et des thérapeutes bénévoles sous surveillance.,10.091554247896084,41.86046511627907,37.2093023255814
HF opus-mt,n/a,Talk therapy can happen in person or online.,La thérapie par la parole peut se dérouler en présentiel ou en ligne.,Talk thérapie peut se produire en personne ou en ligne.,22.825471031091595,59.25925925925925,59.25925925925925
Ollama llama3.2,0.0,Talk therapy can happen in person or online.,La thérapie par la parole peut se dérouler en présentiel ou en ligne.,La thérapie de parole peut se produire en personne ou en ligne.,29.633403702962482,68.96551724137932,68.96551724137932
Ollama llama3.2,0.2,Talk therapy can happen in person or online.,La thérapie par la parole peut se dérouler en présentiel ou en ligne.,La thérapie de parole peut se produire en personne ou en ligne.,29.633403702962482,68.96551724137932,68.96551724137932
Ollama llama3.2,0.5,Talk therapy can happen in person or online.,La thérapie par la parole peut se dérouler en présentiel ou en ligne.,La thérapie de parole peut se produire en personne ou en ligne.,29.633403702962482,68.96551724137932,68.96551724137932
Ollama llama3.2,0.8,Talk therapy can happen in person or online.,La thérapie par la parole peut se dérouler en présentiel ou en ligne.,La thérapie de discours peut se produire en personne ou en ligne.,24.918622945587302,62.06896551724138,62.06896551724138
Ollama llama3.2,1.0,Talk therapy can happen in person or online.,La thérapie par la parole peut se dérouler en présentiel ou en ligne.,Le thérapie par le discours peut se produire en personne ou en ligne.,24.739977342883947,60.00000000000001,60.00000000000001
HF opus-mt,n/a,"Psychological treatments may be accessed through self-help manuals, websites and apps.","Certains manuels d’auto-assistance, sites Web et applications mobiles proposent des aides psychologiques.","Les traitements psychologiques peuvent être accessibles par le biais de manuels d'auto-assistance, de sites Web et d'applications.",9.313775329024091,52.94117647058824,47.05882352941176
Ollama llama3.2,0.0,"Psychological treatments may be accessed through self-help manuals, websites and apps.","Certains manuels d’auto-assistance, sites Web et applications mobiles proposent des aides psychologiques.","Les traitements psychologiques peuvent être accessibles à travers des manuels d'aide à soi-même, des sites web et des applications.",3.0542786342810864,52.94117647058824,35.29411764705882
Ollama llama3.2,0.2,"Psychological treatments may be accessed through self-help manuals, websites and apps.","Certains manuels d’auto-assistance, sites Web et applications mobiles proposent des aides psychologiques.","Les traitements psychologiques peuvent être accessibles par des manuels d'aide à soi-même, des sites web et des applications.",3.2199657147289615,52.94117647058824,35.29411764705882
Ollama llama3.2,0.5,"Psychological treatments may be accessed through self-help manuals, websites and apps.","Certains manuels d’auto-assistance, sites Web et applications mobiles proposent des aides psychologiques.","Les traitements psychologiques peuvent être accessibles par le biais de manuels d'aide à soi-même, des sites web et des applications.",2.9048326022045954,50.000000000000014,33.33333333333333
Ollama llama3.2,0.8,"Psychological treatments may be accessed through self-help manuals, websites and apps.","Certains manuels d’auto-assistance, sites Web et applications mobiles proposent des aides psychologiques.","Les traitements psychologiques peuvent être accessibles à travers des manuels d'aide en soi, des sites web et des applications.",3.0542786342810864,54.54545454545454,36.36363636363637
Ollama llama3.2,1.0,"Psychological treatments may be accessed through self-help manuals, websites and apps.","Certains manuels d’auto-assistance, sites Web et applications mobiles proposent des aides psychologiques.","Les traitements psychologiques peuvent être accessibles par les manuels d'aide à soi-même, les sites web et les applications.",3.1142484770067234,47.05882352941176,35.29411764705882
HF opus-mt,n/a,"Effective psychological treatments for depression include: Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine.","Les psychothérapies efficaces de la dépression sont les suivantes : Parmi les antidépresseurs, on peut citer les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.","Les traitements psychologiques efficaces contre la dépression comprennent : Les médicaments antidépresseurs comprennent les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.",53.502737683281346,74.62686567164178,74.62686567164178
Ollama llama3.2,0.0,"Effective psychological treatments for depression include: Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine.","Les psychothérapies efficaces de la dépression sont les suivantes : Parmi les antidépresseurs, on peut citer les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.","Les traitements psychologiques efficaces pour la dépression comprennent : Les médicaments antidépresseurs incluent des inhibiteurs de la réabsorption de la sérotonine sélectionnels (ISRS), tels que la fluoxétine.",31.268907116382188,64.70588235294117,61.764705882352935
Ollama llama3.2,0.2,"Effective psychological treatments for depression include: Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine.","Les psychothérapies efficaces de la dépression sont les suivantes : Parmi les antidépresseurs, on peut citer les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.","Les traitements psychologiques efficaces contre la dépression comprennent : Les médicaments antidépresseurs incluent des inhibiteurs de la réabsorption de la sérotonine sélectionnels (ISRS), tels que la fluoxétine.",31.268907116382188,64.70588235294117,61.764705882352935
Ollama llama3.2,0.5,"Effective psychological treatments for depression include: Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine.","Les psychothérapies efficaces de la dépression sont les suivantes : Parmi les antidépresseurs, on peut citer les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.","Les traitements psychologiques efficaces pour la dépression comprennent : Les médicaments antidépresseurs incluent des inhibiteurs de la réabsorption de la sérotonine sélectionnels (ISRS), tels que la fluoxétine.",31.268907116382188,64.70588235294117,61.764705882352935
Ollama llama3.2,0.8,"Effective psychological treatments for depression include: Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine.","Les psychothérapies efficaces de la dépression sont les suivantes : Parmi les antidépresseurs, on peut citer les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.","Traitements psychologiques efficaces pour la dépression comprennent : Les médicaments anti-dépresseurs comprennent des inhibiteurs sélectifs de la réabsorption de la sérobroméline (SSRIs), comme la fluoxétine.",13.299573829480515,50.0,50.0
Ollama llama3.2,1.0,"Effective psychological treatments for depression include: Antidepressant medications include selective serotonin reuptake inhibitors (SSRIs), such as fluoxetine.","Les psychothérapies efficaces de la dépression sont les suivantes : Parmi les antidépresseurs, on peut citer les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS), tels que la fluoxétine.",Les traitements psychologiques efficaces contre la dépression comprennent : Les médicaments anti-dépressifs comprennent des inhibiteurs de la réabsorption de la sérotonine sélectionnels (SRI) comme le fluoxétine.,7.322856114585723,47.05882352941177,44.11764705882353
HF opus-mt,n/a,"Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences.","Les soignants doivent tenir compte des effets indésirables possibles associés aux antidépresseurs, de la capacité à proposer l’une ou l’autre des interventions (en termes de compétences et/ou de disponibilité du traitement) et des préférences individuelles.","Les fournisseurs de soins de santé doivent garder à l'esprit les effets indésirables possibles associés aux médicaments antidépresseurs, la capacité d'intervenir (en termes d'expertise et/ou de disponibilité du traitement) et les préférences individuelles.",37.92065366747485,68.23529411764704,61.1764705882353
Ollama llama3.2,0.0,"Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences.","Les soignants doivent tenir compte des effets indésirables possibles associés aux antidépresseurs, de la capacité à proposer l’une ou l’autre des interventions (en termes de compétences et/ou de disponibilité du traitement) et des préférences individuelles.","Les prestataires de soins de santé devraient tenir compte des effets secondaires indésirables associés aux médicaments antidépresseurs, de la capacité à apporter soit une intervention (en termes d'expertise et/ou de disponibilité du traitement), et des préférences individuelles.",43.81125468085067,73.5632183908046,71.26436781609196
Ollama llama3.2,0.2,"Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences.","Les soignants doivent tenir compte des effets indésirables possibles associés aux antidépresseurs, de la capacité à proposer l’une ou l’autre des interventions (en termes de compétences et/ou de disponibilité du traitement) et des préférences individuelles.","Les prestataires de soins de santé devraient tenir compte des effets secondaires indésirables associés aux médicaments antidépresseurs, de la capacité à fournir une intervention (en termes d'expertise et/ou de disponibilité du traitement), ainsi que des préférences individuelles.",41.268566385337124,71.26436781609196,68.96551724137932
Ollama llama3.2,0.5,"Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences.","Les soignants doivent tenir compte des effets indésirables possibles associés aux antidépresseurs, de la capacité à proposer l’une ou l’autre des interventions (en termes de compétences et/ou de disponibilité du traitement) et des préférences individuelles.","Les prestataires de soins de santé devraient tenir compte des effets secondaires néfastes associés aux médicaments antidépresseurs, de la capacité à offrir une intervention (en termes d'expertise et/ou disponibilité du traitement), ainsi que les préférences individuelles.",31.103403037145846,65.11627906976744,60.46511627906976
Ollama llama3.2,0.8,"Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences.","Les soignants doivent tenir compte des effets indésirables possibles associés aux antidépresseurs, de la capacité à proposer l’une ou l’autre des interventions (en termes de compétences et/ou de disponibilité du traitement) et des préférences individuelles.","Les prestataires de soins de santé devraient garder à l'esprit les effets secondaires indésirables associés aux médicaments antidépresseurs, la capacité de délivrer soit une intervention (en termes d'expertise et/ou disponibilité du traitement), ainsi que les préférences individuelles.",14.79253412382805,62.92134831460675,53.93258426966292
Ollama llama3.2,1.0,"Health-care providers should keep in mind the possible adverse effects associated with antidepressant medication, the ability to deliver either intervention (in terms of expertise, and/or treatment availability), and individual preferences.","Les soignants doivent tenir compte des effets indésirables possibles associés aux antidépresseurs, de la capacité à proposer l’une ou l’autre des interventions (en termes de compétences et/ou de disponibilité du traitement) et des préférences individuelles.","Les prestataires de soins de santé devraient garder à l'esprit les effets secondaires indésirables associés aux médicaments antidépresseurs, la capacité d'intervenir soit par expertise, soit par disponibilité du traitement, et les préférences individuelles.",8.590122534112481,53.01204819277109,45.78313253012048
HF opus-mt,n/a,"Antidepressants should not be used for treating depression in children and are not the first line of treatment in adolescents, among whom they should be used with extra caution.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez l’enfant et ne sont pas non plus à prescrire en première intention aux adolescents, chez qui ils doivent être utilisés avec une très grande prudence.","Les antidépresseurs ne doivent pas être utilisés pour traiter la dépression chez les enfants et ne sont pas la première ligne de traitement chez les adolescents, parmi lesquels ils doivent être utilisés avec plus de prudence.",47.57155683202668,76.1904761904762,71.42857142857143
